journal_id,line_number,post_date,period,fiscal_year,gl_account,department,project,debit_amount,credit_amount,description,reference,source,document_type,status,reversal_flag,reversal_journal,created_date,updated_date,updated_time,updated_by,batch_session
1002279,2,2024-08-16,202408,2024,4100,0000,,0.0,,ice 1002279                                   1002,279             ARIN,VP,N,,,1240,,2016-08-13,,H        4,74413
1002280,1,2024-07-30,202407,2024,1200,0000,,5690.72,,ice 1002280                                   1002,280             ARIN,VP,N,,,1240,,2030-09-23,,H        7,89150
1002280,2,2024-07-30,202407,2024,4100,0000,,0.0,,ice 1002280                                   1002,280             ARIN,VP,N,,,1240,,,,H        7,89150
1002281,1,2024-02-07,202402,2024,1200,0000,,4435.78,,ice 1002281                                   1002,281             ARIN,VP,N,,,1240,,,,H        7,61963
1002281,2,2024-02-07,202402,2024,4100,0000,,0.0,,ice 1002281                                   1002,281             ARIN,VP,N,,,1240,,,,H        7,61963
1002282,1,2023-07-26,202307,2023,1200,0000,,9858.81,,ice 1002282                                   1002,282             ARIN,VP,N,,,1230,2026-12-30,,,H        3,57440
1002282,2,2023-07-26,202307,2023,4100,0000,,0.0,,ice 1002282                                   1002,282             ARIN,VP,N,,,1230,2026-12-30,2026-03-05,,H        3,57440
1002283,1,2024-06-19,202406,2024,1200,0000,,828.4,,ice 1002283                                   1002,283             ARIN,VP,N,,,1240,,,,H        5,18489
1002283,2,2024-06-19,202406,2024,4100,0000,,0.0,,ice 1002283                                   1002,283             ARIN,VP,N,,,1240,,2019-11-14,,H        5,18489
1002284,1,2024-02-03,202402,2024,1200,0000,,771.99,,ice 1002284                                   1002,284             ARIN,VP,N,,,1240,,,,H        5,47097
1002284,2,2024-02-03,202402,2024,4100,0000,,0.0,,ice 1002284                                   1002,284             ARIN,VP,N,,,1240,,,,H        5,47097
1002285,1,2023-09-06,202309,2023,1200,0000,,392.43,,ice 1002285                                   1002,285             ARIN,VP,N,,,1230,2006-12-30,2006-04-18,,H        3,94297
1002285,2,2023-09-06,202309,2023,4100,0000,,0.0,,ice 1002285                                   1002,285             ARIN,VP,N,,,1230,2006-12-30,,,H        3,94297
1002286,1,2023-03-12,202303,2023,1200,0000,,5454.78,,ice 1002286                                   1002,286             ARIN,VP,N,,,1230,2012-12-30,,,H        4,90976
1002286,2,2023-03-12,202303,2023,4100,0000,,0.0,,ice 1002286                                   1002,286             ARIN,VP,N,,,1230,2012-12-30,2012-12-10,,H        4,90976
1002287,1,2023-05-09,202305,2023,1200,0000,,2345.98,,ice 1002287                                   1002,287             ARIN,VP,N,,,1230,2009-12-30,2009-04-16,,H        2,72041
1002287,2,2023-05-09,202305,2023,4100,0000,,0.0,,ice 1002287                                   1002,287             ARIN,VP,N,,,1230,2009-12-30,,,H        2,72041
1002288,1,2023-04-04,202304,2023,1200,0000,,690.57,,ice 1002288                                   1002,288             ARIN,VP,N,,,1230,2004-12-30,2004-05-29,,H        3,91755
1002288,2,2023-04-04,202304,2023,4100,0000,,0.0,,ice 1002288                                   1002,288             ARIN,VP,N,,,1230,2004-12-30,,,H        3,91755
1002289,1,2023-07-30,202307,2023,1200,0000,,1091.92,,ice 1002289                                   1002,289             ARIN,VP,N,,,1230,2030-12-30,,,H        4,71776
1002289,2,2023-07-30,202307,2023,4100,0000,,0.0,,ice 1002289                                   1002,289             ARIN,VP,N,,,1230,2030-12-30,,,H        4,71776
1002290,1,2023-06-14,202306,2023,1200,0000,,297.25,,ice 1002290                                   1002,290             ARIN,VP,N,,,1230,2014-12-30,2014-03-30,,H        6,78565
1002290,2,2023-06-14,202306,2023,4100,0000,,0.0,,ice 1002290                                   1002,290             ARIN,VP,N,,,1230,2014-12-30,,,H        6,78565
1002291,1,2024-11-27,202411,2024,1200,0000,,8808.51,,ice 1002291                                   1002,291             ARIN,VP,N,,,1241,,,,H        9,67815
1002291,2,2024-11-27,202411,2024,4100,0000,,0.0,,ice 1002291                                   1002,291             ARIN,VP,N,,,1241,,,,H        9,67815
1002292,1,2023-07-10,202307,2023,1200,0000,,211.49,,ice 1002292                                   1002,292             ARIN,VP,N,,,1230,2010-12-30,,,H        6,4208
1002292,2,2023-07-10,202307,2023,4100,0000,,0.0,,ice 1002292                                   1002,292             ARIN,VP,N,,,1230,2010-12-30,,,H        6,4208
1002293,1,2024-10-22,202410,2024,1200,0000,,3139.25,,ice 1002293                                   1002,293             ARIN,VP,N,,,1241,,,,H        4,17137
1002293,2,2024-10-22,202410,2024,4100,0000,,0.0,,ice 1002293                                   1002,293             ARIN,VP,N,,,1241,,,,H        4,17137
1002294,1,2023-11-19,202311,2023,1200,0000,,15551.69,,ice 1002294                                   1002,294             ARIN,VP,N,,,1231,2019-12-31,2019-02-19,,H        9,9968
1002294,2,2023-11-19,202311,2023,4100,0000,,0.0,,ice 1002294                                   1002,294             ARIN,VP,N,,,1231,2019-12-31,,,H        9,9968
1002295,1,2024-11-14,202411,2024,1200,0000,,585.62,,ice 1002295                                   1002,295             ARIN,VP,N,,,1241,,,,H        2,75937
1002295,2,2024-11-14,202411,2024,4100,0000,,0.0,,ice 1002295                                   1002,295             ARIN,VP,N,,,1241,,2014-04-18,,H        2,75937
1002296,1,2023-02-25,202302,2023,1200,0000,,436.86,,ice 1002296                                   1002,296             ARIN,VP,N,,,1230,2025-12-30,,,H        2,79106
1002296,2,2023-02-25,202302,2023,4100,0000,,0.0,,ice 1002296                                   1002,296             ARIN,VP,N,,,1230,2025-12-30,,,H        2,79106
1002297,1,2023-11-15,202311,2023,1200,0000,,2111.34,,ice 1002297                                   1002,297             ARIN,VP,N,,,1231,2015-12-31,2015-11-21,,H        6,64172
1002297,2,2023-11-15,202311,2023,4100,0000,,0.0,,ice 1002297                                   1002,297             ARIN,VP,N,,,1231,2015-12-31,,,H        6,64172
1002298,1,2023-11-23,202311,2023,1200,0000,,9574.25,,ice 1002298                                   1002,298             ARIN,VP,N,,,1231,2023-12-31,,,H        9,2610
1002298,2,2023-11-23,202311,2023,4100,0000,,0.0,,ice 1002298                                   1002,298             ARIN,VP,N,,,1231,2023-12-31,,,H        9,2610
1002299,1,2023-11-28,202311,2023,1200,0000,,840.97,,ice 1002299                                   1002,299             ARIN,VP,N,,,1231,2028-12-31,,,H        8,37754
1002299,2,2023-11-28,202311,2023,4100,0000,,0.0,,ice 1002299                                   1002,299             ARIN,VP,N,,,1231,2028-12-31,,,H        8,37754
1002300,1,2024-09-07,202409,2024,1200,0000,,2011.98,,ice 1002300                                   1002,300             ARIN,VP,N,,,1240,,,,H        9,81240
1002300,2,2024-09-07,202409,2024,4100,0000,,0.0,,ice 1002300                                   1002,300             ARIN,VP,N,,,1240,,2007-06-04,,H        9,81240
1002301,1,2024-12-29,202412,2024,1200,0000,,1539.39,,ice 1002301                                   1002,301             ARIN,VP,N,,,1241,,2029-12-02,,H        4,9531
1002301,2,2024-12-29,202412,2024,4100,0000,,0.0,,ice 1002301                                   1002,301             ARIN,VP,N,,,1241,,,,H        4,9531
1002302,1,2023-01-11,202301,2023,1200,0000,,2040.88,,ice 1002302                                   1002,302             ARIN,VP,N,,,1230,2011-12-30,,,H        4,80049
1002302,2,2023-01-11,202301,2023,4100,0000,,0.0,,ice 1002302                                   1002,302             ARIN,VP,N,,,1230,2011-12-30,,,H        4,80049
1002303,1,2023-05-27,202305,2023,1200,0000,,1892.72,,ice 1002303                                   1002,303             ARIN,VP,N,,,1230,2027-12-30,,,H        5,71628
1002303,2,2023-05-27,202305,2023,4100,0000,,0.0,,ice 1002303                                   1002,303             ARIN,VP,N,,,1230,2027-12-30,,,H        5,71628
1002304,1,2024-07-28,202407,2024,1200,0000,,30923.52,,ice 1002304                                   1002,304             ARIN,VP,N,,,1240,,,,H        7,95880
1002304,2,2024-07-28,202407,2024,4100,0000,,0.0,,ice 1002304                                   1002,304             ARIN,VP,N,,,1240,,,,H        7,95880
1002305,1,2024-12-09,202412,2024,1200,0000,,20020.75,,ice 1002305                                   1002,305             ARIN,VP,N,,,1241,,,,H        4,18322
1002305,2,2024-12-09,202412,2024,4100,0000,,0.0,,ice 1002305                                   1002,305             ARIN,VP,N,,,1241,,2009-08-02,,H        4,18322
1002306,1,2023-12-09,202312,2023,1200,0000,,8644.9,,ice 1002306                                   1002,306             ARIN,VP,N,,,1231,2009-12-31,,,H        3,79865
1002306,2,2023-12-09,202312,2023,4100,0000,,0.0,,ice 1002306                                   1002,306             ARIN,VP,N,,,1231,2009-12-31,2009-05-29,,H        3,79865
1002307,1,2024-10-12,202410,2024,1200,0000,,494.66,,ice 1002307                                   1002,307             ARIN,VP,N,,,1241,,,,H        8,84558
1002307,2,2024-10-12,202410,2024,4100,0000,,0.0,,ice 1002307                                   1002,307             ARIN,VP,N,,,1241,,,,H        8,84558
1002308,1,2024-02-08,202402,2024,1200,0000,,10214.26,,ice 1002308                                   1002,308             ARIN,VP,N,,,1240,,,,H        3,62205
1002308,2,2024-02-08,202402,2024,4100,0000,,0.0,,ice 1002308                                   1002,308             ARIN,VP,N,,,1240,,,,H        3,62205
1002309,1,2024-07-29,202407,2024,1200,0000,,1660.37,,ice 1002309                                   1002,309             ARIN,VP,N,,,1240,,,,H        1,87785
1002309,2,2024-07-29,202407,2024,4100,0000,,0.0,,ice 1002309                                   1002,309             ARIN,VP,N,,,1240,,,,H        1,87785
1002310,1,2023-09-06,202309,2023,1200,0000,,859.02,,ice 1002310                                   1002,310             ARIN,VP,N,,,1230,2006-12-30,,,H        2,53103
1002310,2,2023-09-06,202309,2023,4100,0000,,0.0,,ice 1002310                                   1002,310             ARIN,VP,N,,,1230,2006-12-30,,,H        2,53103
1002311,1,2024-06-12,202406,2024,1200,0000,,6125.51,,ice 1002311                                   1002,311             ARIN,VP,N,,,1240,,,,H        7,94208
1002311,2,2024-06-12,202406,2024,4100,0000,,0.0,,ice 1002311                                   1002,311             ARIN,VP,N,,,1240,,,,H        7,94208
1002312,1,2024-04-21,202404,2024,1200,0000,,1500.38,,ice 1002312                                   1002,312             ARIN,VP,N,,,1240,,,,H        8,37630
1002312,2,2024-04-21,202404,2024,4100,0000,,0.0,,ice 1002312                                   1002,312             ARIN,VP,N,,,1240,,,,H        8,37630
1002313,1,2023-02-23,202302,2023,1200,0000,,551.8,,ice 1002313                                   1002,313             ARIN,VP,N,,,1230,2023-12-30,,,H        6,83533
1002313,2,2023-02-23,202302,2023,4100,0000,,0.0,,ice 1002313                                   1002,313             ARIN,VP,N,,,1230,2023-12-30,,,H        6,83533
1002314,1,2023-04-02,202304,2023,1200,0000,,9590.32,,ice 1002314                                   1002,314             ARIN,VP,N,,,1230,2002-12-30,,,H        8,9772
1002314,2,2023-04-02,202304,2023,4100,0000,,0.0,,ice 1002314                                   1002,314             ARIN,VP,N,,,1230,2002-12-30,2002-11-18,,H        8,9772
1002315,1,2024-03-26,202403,2024,1200,0000,,1936.14,,ice 1002315                                   1002,315             ARIN,VP,N,,,1240,,,,H        1,46051
1002315,2,2024-03-26,202403,2024,4100,0000,,0.0,,ice 1002315                                   1002,315             ARIN,VP,N,,,1240,,,,H        1,46051
1002316,1,2023-12-30,202312,2023,1200,0000,,1233.26,,ice 1002316                                   1002,316             ARIN,VP,N,,,1231,2030-12-31,,,H        5,73070
1002316,2,2023-12-30,202312,2023,4100,0000,,0.0,,ice 1002316                                   1002,316             ARIN,VP,N,,,1231,2030-12-31,,,H        5,73070
1002317,1,2023-10-03,202310,2023,1200,0000,,1012.6,,ice 1002317                                   1002,317             ARIN,VP,N,,,1231,1903-12-31,1903-01-19,,H        8,64073
1002317,2,2023-10-03,202310,2023,4100,0000,,0.0,,ice 1002317                                   1002,317             ARIN,VP,N,,,1231,1903-12-31,1903-10-28,,H        8,64073
1002318,1,2024-12-25,202412,2024,1200,0000,,28961.6,,ice 1002318                                   1002,318             ARIN,VP,N,,,1241,,,,H        4,45221
1002318,2,2024-12-25,202412,2024,4100,0000,,0.0,,ice 1002318                                   1002,318             ARIN,VP,N,,,1241,,2025-07-09,,H        4,45221
1002319,1,2023-12-23,202312,2023,1200,0000,,8938.66,,ice 1002319                                   1002,319             ARIN,VP,N,,,1231,2023-12-31,2023-05-12,,H        8,63368
1002319,2,2023-12-23,202312,2023,4100,0000,,0.0,,ice 1002319                                   1002,319             ARIN,VP,N,,,1231,2023-12-31,,,H        8,63368
1002320,1,2024-04-27,202404,2024,1200,0000,,4714.36,,ice 1002320                                   1002,320             ARIN,VP,N,,,1240,,,,H        7,91013
1002320,2,2024-04-27,202404,2024,4100,0000,,0.0,,ice 1002320                                   1002,320             ARIN,VP,N,,,1240,,2027-02-16,,H        7,91013
1002321,1,2023-11-15,202311,2023,1200,0000,,1046.53,,ice 1002321                                   1002,321             ARIN,VP,N,,,1231,2015-12-31,2015-01-03,,H        5,755
1002321,2,2023-11-15,202311,2023,4100,0000,,0.0,,ice 1002321                                   1002,321             ARIN,VP,N,,,1231,2015-12-31,,,H        5,755
1002322,1,2024-08-06,202408,2024,1200,0000,,974.71,,ice 1002322                                   1002,322             ARIN,VP,N,,,1240,,,,H        1,17486
1002322,2,2024-08-06,202408,2024,4100,0000,,0.0,,ice 1002322                                   1002,322             ARIN,VP,N,,,1240,,,,H        1,17486
1002323,1,2024-01-02,202401,2024,1200,0000,,512.14,,ice 1002323                                   1002,323             ARIN,VP,N,,,1240,,,,H        8,53148
1002323,2,2024-01-02,202401,2024,4100,0000,,0.0,,ice 1002323                                   1002,323             ARIN,VP,N,,,1240,,,,H        8,53148
1002324,1,2024-06-12,202406,2024,1200,0000,,375.71,,ice 1002324                                   1002,324             ARIN,VP,N,,,1240,,,,H        4,22568
1002324,2,2024-06-12,202406,2024,4100,0000,,0.0,,ice 1002324                                   1002,324             ARIN,VP,N,,,1240,,,,H        4,22568
1002325,1,2024-10-06,202410,2024,1200,0000,,11024.28,,ice 1002325                                   1002,325             ARIN,VP,N,,,1241,,,,H        9,59909
1002325,2,2024-10-06,202410,2024,4100,0000,,0.0,,ice 1002325                                   1002,325             ARIN,VP,N,,,1241,,1906-05-09,,H        9,59909
1002326,1,2024-01-03,202401,2024,1200,0000,,4070.47,,ice 1002326                                   1002,326             ARIN,VP,N,,,1240,,,,H        8,96015
1002326,2,2024-01-03,202401,2024,4100,0000,,0.0,,ice 1002326                                   1002,326             ARIN,VP,N,,,1240,,,,H        8,96015
1002327,1,2024-02-22,202402,2024,1200,0000,,4968.09,,ice 1002327                                   1002,327             ARIN,VP,N,,,1240,,2022-02-27,,H        7,94605
1002327,2,2024-02-22,202402,2024,4100,0000,,0.0,,ice 1002327                                   1002,327             ARIN,VP,N,,,1240,,,,H        7,94605
1002328,1,2024-09-26,202409,2024,1200,0000,,1516.07,,ice 1002328                                   1002,328             ARIN,VP,N,,,1240,,,,H        4,91660
1002328,2,2024-09-26,202409,2024,4100,0000,,0.0,,ice 1002328                                   1002,328             ARIN,VP,N,,,1240,,,,H        4,91660
1002329,1,2023-01-11,202301,2023,1200,0000,,1499.18,,ice 1002329                                   1002,329             ARIN,VP,N,,,1230,2011-12-30,,,H        5,29396
1002329,2,2023-01-11,202301,2023,4100,0000,,0.0,,ice 1002329                                   1002,329             ARIN,VP,N,,,1230,2011-12-30,,,H        5,29396
1002330,1,2024-05-23,202405,2024,1200,0000,,5494.81,,ice 1002330                                   1002,330             ARIN,VP,N,,,1240,,,,H        4,50982
1002330,2,2024-05-23,202405,2024,4100,0000,,0.0,,ice 1002330                                   1002,330             ARIN,VP,N,,,1240,,,,H        4,50982
1002331,1,2023-11-03,202311,2023,1200,0000,,1775.41,,ice 1002331                                   1002,331             ARIN,VP,N,,,1231,2003-12-31,,,H        8,34024
1002331,2,2023-11-03,202311,2023,4100,0000,,0.0,,ice 1002331                                   1002,331             ARIN,VP,N,,,1231,2003-12-31,,,H        8,34024
1002332,1,2023-07-14,202307,2023,1200,0000,,5686.96,,ice 1002332                                   1002,332             ARIN,VP,N,,,1230,2014-12-30,,,H        5,4510
1002332,2,2023-07-14,202307,2023,4100,0000,,0.0,,ice 1002332                                   1002,332             ARIN,VP,N,,,1230,2014-12-30,,,H        5,4510
1002333,1,2023-08-05,202308,2023,1200,0000,,1964.06,,ice 1002333                                   1002,333             ARIN,VP,N,,,1230,2005-12-30,,,H        9,28279
1002333,2,2023-08-05,202308,2023,4100,0000,,0.0,,ice 1002333                                   1002,333             ARIN,VP,N,,,1230,2005-12-30,,,H        9,28279
1002334,1,2024-05-15,202405,2024,1200,0000,,1369.63,,ice 1002334                                   1002,334             ARIN,VP,N,,,1240,,,,H        9,4785
1002334,2,2024-05-15,202405,2024,4100,0000,,0.0,,ice 1002334                                   1002,334             ARIN,VP,N,,,1240,,,,H        9,4785
1002335,1,2024-11-03,202411,2024,1200,0000,,1732.51,,ice 1002335                                   1002,335             ARIN,VP,N,,,1241,,,,H        6,93205
1002335,2,2024-11-03,202411,2024,4100,0000,,0.0,,ice 1002335                                   1002,335             ARIN,VP,N,,,1241,,,,H        6,93205
1002336,1,2024-06-09,202406,2024,1200,0000,,4368.39,,ice 1002336                                   1002,336             ARIN,VP,N,,,1240,,2009-02-22,,H        4,43179
1002336,2,2024-06-09,202406,2024,4100,0000,,0.0,,ice 1002336                                   1002,336             ARIN,VP,N,,,1240,,,,H        4,43179
1002337,1,2024-02-15,202402,2024,1200,0000,,1123.21,,ice 1002337                                   1002,337             ARIN,VP,N,,,1240,,,,H        3,25408
1002337,2,2024-02-15,202402,2024,4100,0000,,0.0,,ice 1002337                                   1002,337             ARIN,VP,N,,,1240,,,,H        3,25408
1002338,1,2024-09-12,202409,2024,1200,0000,,1685.57,,ice 1002338                                   1002,338             ARIN,VP,N,,,1240,,,,H        5,57067
1002338,2,2024-09-12,202409,2024,4100,0000,,0.0,,ice 1002338                                   1002,338             ARIN,VP,N,,,1240,,2012-05-31,,H        5,57067
1002339,1,2023-05-16,202305,2023,1200,0000,,39784.86,,ice 1002339                                   1002,339             ARIN,VP,N,,,1230,2016-12-30,2016-05-27,,H        1,75486
1002339,2,2023-05-16,202305,2023,4100,0000,,0.0,,ice 1002339                                   1002,339             ARIN,VP,N,,,1230,2016-12-30,,,H        1,75486
1002340,1,2024-01-15,202401,2024,1200,0000,,1889.07,,ice 1002340                                   1002,340             ARIN,VP,N,,,1240,,,,H        4,62723
1002340,2,2024-01-15,202401,2024,4100,0000,,0.0,,ice 1002340                                   1002,340             ARIN,VP,N,,,1240,,,,H        4,62723
1002341,1,2023-04-15,202304,2023,1200,0000,,349.06,,ice 1002341                                   1002,341             ARIN,VP,N,,,1230,2015-12-30,,,H        5,58666
1002341,2,2023-04-15,202304,2023,4100,0000,,0.0,,ice 1002341                                   1002,341             ARIN,VP,N,,,1230,2015-12-30,,,H        5,58666
1002342,1,2023-02-26,202302,2023,1200,0000,,1942.82,,ice 1002342                                   1002,342             ARIN,VP,N,,,1230,2026-12-30,,,H        7,54364
1002342,2,2023-02-26,202302,2023,4100,0000,,0.0,,ice 1002342                                   1002,342             ARIN,VP,N,,,1230,2026-12-30,,,H        7,54364
1002343,1,2024-03-10,202403,2024,1200,0000,,166.06,,ice 1002343                                   1002,343             ARIN,VP,N,,,1240,,2010-11-25,,H        2,61023
1002343,2,2024-03-10,202403,2024,4100,0000,,0.0,,ice 1002343                                   1002,343             ARIN,VP,N,,,1240,,2010-09-20,,H        2,61023
1002344,1,2024-07-27,202407,2024,1200,0000,,1183.7,,ice 1002344                                   1002,344             ARIN,VP,N,,,1240,,,,H        3,28073
1002344,2,2024-07-27,202407,2024,4100,0000,,0.0,,ice 1002344                                   1002,344             ARIN,VP,N,,,1240,,,,H        3,28073
1002345,1,2023-08-11,202308,2023,1200,0000,,643.88,,ice 1002345                                   1002,345             ARIN,VP,N,,,1230,2011-12-30,,,H        5,5041
1002345,2,2023-08-11,202308,2023,4100,0000,,0.0,,ice 1002345                                   1002,345             ARIN,VP,N,,,1230,2011-12-30,,,H        5,5041
1002346,1,2024-08-07,202408,2024,1200,0000,,485.45,,ice 1002346                                   1002,346             ARIN,VP,N,,,1240,,,,H        5,14632
1002346,2,2024-08-07,202408,2024,4100,0000,,0.0,,ice 1002346                                   1002,346             ARIN,VP,N,,,1240,,,,H        5,14632
1002347,1,2024-05-23,202405,2024,1200,0000,,5400.92,,ice 1002347                                   1002,347             ARIN,VP,N,,,1240,,,,H        1,67815
1002347,2,2024-05-23,202405,2024,4100,0000,,0.0,,ice 1002347                                   1002,347             ARIN,VP,N,,,1240,,2023-01-18,,H        1,67815
1002348,1,2023-03-21,202303,2023,1200,0000,,5547.57,,ice 1002348                                   1002,348             ARIN,VP,N,,,1230,2021-12-30,,,H        3,16015
1002348,2,2023-03-21,202303,2023,4100,0000,,0.0,,ice 1002348                                   1002,348             ARIN,VP,N,,,1230,2021-12-30,2021-05-29,,H        3,16015
1002349,1,2024-01-02,202401,2024,1200,0000,,10387.01,,ice 1002349                                   1002,349             ARIN,VP,N,,,1240,,,,H        7,95167
1002349,2,2024-01-02,202401,2024,4100,0000,,0.0,,ice 1002349                                   1002,349             ARIN,VP,N,,,1240,,2002-09-30,,H        7,95167
1002350,1,2024-05-23,202405,2024,1200,0000,,5515.25,,ice 1002350                                   1002,350             ARIN,VP,N,,,1240,,,,H        1,19652
1002350,2,2024-05-23,202405,2024,4100,0000,,0.0,,ice 1002350                                   1002,350             ARIN,VP,N,,,1240,,,,H        1,19652
1002351,1,2023-07-21,202307,2023,1200,0000,,844.14,,ice 1002351                                   1002,351             ARIN,VP,N,,,1230,2021-12-30,,,H        5,93617
1002351,2,2023-07-21,202307,2023,4100,0000,,0.0,,ice 1002351                                   1002,351             ARIN,VP,N,,,1230,2021-12-30,,,H        5,93617
1002352,1,2024-01-17,202401,2024,1200,0000,,28081.94,,ice 1002352                                   1002,352             ARIN,VP,N,,,1240,,,,H        9,4972
1002352,2,2024-01-17,202401,2024,4100,0000,,0.0,,ice 1002352                                   1002,352             ARIN,VP,N,,,1240,,2017-10-03,,H        9,4972
1002353,1,2023-05-26,202305,2023,1200,0000,,43871.44,,ice 1002353                                   1002,353             ARIN,VP,N,,,1230,2026-12-30,2026-05-08,,H        5,86343
1002353,2,2023-05-26,202305,2023,4100,0000,,0.0,,ice 1002353                                   1002,353             ARIN,VP,N,,,1230,2026-12-30,2026-09-09,,H        5,86343
1002354,1,2024-12-08,202412,2024,1200,0000,,427.15,,ice 1002354                                   1002,354             ARIN,VP,N,,,1241,,,,H        3,39826
1002354,2,2024-12-08,202412,2024,4100,0000,,0.0,,ice 1002354                                   1002,354             ARIN,VP,N,,,1241,,,,H        3,39826
1002355,1,2024-09-05,202409,2024,1200,0000,,786.92,,ice 1002355                                   1002,355             ARIN,VP,N,,,1240,,2005-01-29,,H        2,81349
1002355,2,2024-09-05,202409,2024,4100,0000,,0.0,,ice 1002355                                   1002,355             ARIN,VP,N,,,1240,,,,H        2,81349
1002356,1,2023-12-05,202312,2023,1200,0000,,9927.36,,ice 1002356                                   1002,356             ARIN,VP,N,,,1231,2005-12-31,2005-05-25,,H        7,79642
1002356,2,2023-12-05,202312,2023,4100,0000,,0.0,,ice 1002356                                   1002,356             ARIN,VP,N,,,1231,2005-12-31,,,H        7,79642
1002357,1,2023-02-03,202302,2023,1200,0000,,6912.12,,ice 1002357                                   1002,357             ARIN,VP,N,,,1230,2003-12-30,2003-12-14,,H        4,29330
1002357,2,2023-02-03,202302,2023,4100,0000,,0.0,,ice 1002357                                   1002,357             ARIN,VP,N,,,1230,2003-12-30,,,H        4,29330
1002358,1,2024-11-13,202411,2024,1200,0000,,637.1,,ice 1002358                                   1002,358             ARIN,VP,N,,,1241,,2013-05-31,,H        8,86302
1002358,2,2024-11-13,202411,2024,4100,0000,,0.0,,ice 1002358                                   1002,358             ARIN,VP,N,,,1241,,,,H        8,86302
1002359,1,2023-05-24,202305,2023,1200,0000,,874.71,,ice 1002359                                   1002,359             ARIN,VP,N,,,1230,2024-12-30,,,H        7,85371
1002359,2,2023-05-24,202305,2023,4100,0000,,0.0,,ice 1002359                                   1002,359             ARIN,VP,N,,,1230,2024-12-30,2024-03-15,,H        7,85371
1002360,1,2024-09-02,202409,2024,1200,0000,,991.86,,ice 1002360                                   1002,360             ARIN,VP,N,,,1240,,,,H        8,77690
1002360,2,2024-09-02,202409,2024,4100,0000,,0.0,,ice 1002360                                   1002,360             ARIN,VP,N,,,1240,,,,H        8,77690
1002361,1,2024-09-04,202409,2024,1200,0000,,1512.1,,ice 1002361                                   1002,361             ARIN,VP,N,,,1240,,2004-11-02,,H        9,46057
1002361,2,2024-09-04,202409,2024,4100,0000,,0.0,,ice 1002361                                   1002,361             ARIN,VP,N,,,1240,,2004-11-11,,H        9,46057
1002362,1,2024-04-23,202404,2024,1200,0000,,10442.69,,ice 1002362                                   1002,362             ARIN,VP,N,,,1240,,2023-07-22,,H        4,66267
1002362,2,2024-04-23,202404,2024,4100,0000,,0.0,,ice 1002362                                   1002,362             ARIN,VP,N,,,1240,,,,H        4,66267
1002363,1,2024-07-28,202407,2024,1200,0000,,801.17,,ice 1002363                                   1002,363             ARIN,VP,N,,,1240,,,,H        1,26632
1002363,2,2024-07-28,202407,2024,4100,0000,,0.0,,ice 1002363                                   1002,363             ARIN,VP,N,,,1240,,,,H        1,26632
1002364,1,2023-05-18,202305,2023,1200,0000,,1345.57,,ice 1002364                                   1002,364             ARIN,VP,N,,,1230,2018-12-30,2018-10-15,,H        8,94798
1002364,2,2023-05-18,202305,2023,4100,0000,,0.0,,ice 1002364                                   1002,364             ARIN,VP,N,,,1230,2018-12-30,,,H        8,94798
1002365,1,2024-07-20,202407,2024,1200,0000,,4962.4,,ice 1002365                                   1002,365             ARIN,VP,N,,,1240,,2020-05-19,,H        5,53484
1002365,2,2024-07-20,202407,2024,4100,0000,,0.0,,ice 1002365                                   1002,365             ARIN,VP,N,,,1240,,,,H        5,53484
1002366,1,2023-07-20,202307,2023,1200,0000,,1395.7,,ice 1002366                                   1002,366             ARIN,VP,N,,,1230,2020-12-30,2020-10-27,,H        9,49789
1002366,2,2023-07-20,202307,2023,4100,0000,,0.0,,ice 1002366                                   1002,366             ARIN,VP,N,,,1230,2020-12-30,,,H        9,49789
1002367,1,2024-06-11,202406,2024,1200,0000,,718.35,,ice 1002367                                   1002,367             ARIN,VP,N,,,1240,,2011-01-02,,H        6,10454
1002367,2,2024-06-11,202406,2024,4100,0000,,0.0,,ice 1002367                                   1002,367             ARIN,VP,N,,,1240,,,,H        6,10454
1002368,1,2023-11-07,202311,2023,1200,0000,,23013.42,,ice 1002368                                   1002,368             ARIN,VP,N,,,1231,2007-12-31,,,H        5,76530
1002368,2,2023-11-07,202311,2023,4100,0000,,0.0,,ice 1002368                                   1002,368             ARIN,VP,N,,,1231,2007-12-31,,,H        5,76530
1002369,1,2023-01-27,202301,2023,1200,0000,,462.75,,ice 1002369                                   1002,369             ARIN,VP,N,,,1230,2027-12-30,2027-02-21,,H        9,60118
1002369,2,2023-01-27,202301,2023,4100,0000,,0.0,,ice 1002369                                   1002,369             ARIN,VP,N,,,1230,2027-12-30,,,H        9,60118
1002370,1,2023-08-24,202308,2023,1200,0000,,1651.15,,ice 1002370                                   1002,370             ARIN,VP,N,,,1230,2024-12-30,,,H        6,16422
1002370,2,2023-08-24,202308,2023,4100,0000,,0.0,,ice 1002370                                   1002,370             ARIN,VP,N,,,1230,2024-12-30,2024-06-14,,H        6,16422
1002371,1,2023-12-27,202312,2023,1200,0000,,804.11,,ice 1002371                                   1002,371             ARIN,VP,N,,,1231,2027-12-31,,,H        3,81049
1002371,2,2023-12-27,202312,2023,4100,0000,,0.0,,ice 1002371                                   1002,371             ARIN,VP,N,,,1231,2027-12-31,,,H        3,81049
