invoice_number,customer_id,invoice_date,due_date,ship_date,po_number,reference1,reference2,invoice_amount,tax_amount,freight_amount,discount_amount,amount_paid,current_balance,status,hold_flag,dispute_flag,dispute_reason,payment_terms,document_type,division,gl_account,gl_post_date,gl_posted_flag,created_date,updated_date,updated_time,updated_by,batch_session
1001006,100203,2023-06-19,2023-07-19,2023-06-16,PO-75409,revolutionize out-of-the-box u,,120.72,9.24,0.0,0.0,,,00,1,1,200,,, 12,30619Y1230,2019-12-31,0,,,, 745543,
1001007,100207,2023-08-06,2023-09-05,2023-08-02,,innovate strategic synergies,,1708.79,103.65,0.0,0.0,,,00,1,1,200,,, 12,30806Y1230,,3,,,, 317192,
1001008,100117,2024-10-08,2024-12-07,2024-10-06,PO-71566,harness strategic info-mediari,,19139.53,775.35,0.0,,,,00,1,1,200,,, 12,41008Y1241,,1,,,, 819839,
1001009,100497,2023-10-03,2023-12-02,2023-09-30,PO-12686,architect cross-media initiati,,30348.91,1958.95,0.0,,,,00,1,1,200,,, 12,31003Y1231,1903-12-31,0,,,, 557485,
1001010,100385,2023-03-01,2023-03-31,2023-02-26,PO-44060,streamline e-business eyeballs,,500.79,21.24,0.0,,,,00,1,1,200,,, 12,30301Y1230,,1,,,, 265777,
1001011,100090,2023-03-05,2023-04-04,2023-03-03,PO-59996,facilitate out-of-the-box mind,,297.22,17.4,0.0,,,,00,1,1,200,,, 12,30305Y1230,,1,,,, 150309,
1001012,100405,2023-12-18,2024-01-17,2023-12-13,,benchmark value-added e-servic,,3057.22,216.18,0.0,,,,00,1,1,200,,, 12,31218Y1231,,4,,,, 650768,
1001013,100496,2024-03-16,2024-04-15,2024-03-14,,transform rich models,,659.26,9.82,0.0,,,,00,1,1,200,,, 12,40316Y1240,,4,,,, 274722,
1001014,100276,2023-01-20,2023-02-19,2023-01-18,,integrate cross-media e-market,,320.2,27.92,0.0,,,,00,1,1,200,,, 12,30120Y1230,,1,,,, 543824,
1001015,100475,2024-10-14,2024-12-13,2024-10-13,,monetize intuitive channels,,12556.68,21.57,60.26,,,,00,1,1,200,,, 12,41014Y1241,,1,,,, 659890,
1001016,100065,2023-10-06,2023-11-20,2023-10-01,PO-42197,facilitate e-business interfac,,40057.67,2216.95,0.0,,,,00,1,1,200,,, 12,31006Y1231,,1,,,, 441288,
1001017,100453,2024-07-09,2024-08-08,2024-07-05,,whiteboard world-class e-taile,,509.23,13.87,50.09,0.0,,,00,1,1,200,,, 12,40709Y1240,,8,,,, 353677,
1001018,100457,2023-07-08,2023-07-23,2023-07-07,PO-31245,engineer ubiquitous interfaces,,1296.14,47.59,46.24,,,,00,1,1,200,,, 12,30708Y1230,,3,,,, 735448,
1001019,100401,2023-11-14,2023-12-14,2023-11-09,PO-98804,streamline value-added archite,,138.05,13.57,0.0,,,,00,1,1,200,,, 12,31114Y1231,,3,,,, 677047,
1001020,100287,2024-11-18,2024-12-03,2024-11-13,PO-89366,visualize ubiquitous methodolo,,1507.22,133.96,0.0,,,,00,1,1,200,,, 12,41118Y1241,,2,,,, 853250,
1001021,100444,2024-09-07,2024-10-07,2024-09-02,PO-26546,whiteboard collaborative actio,,7744.09,582.07,0.0,,,,00,1,1,200,,, 12,40907Y1240,,9,,,, 316943,
1001022,100039,2023-07-12,2023-08-11,2023-07-08,PO-49258,generate next-generation syste,,31990.92,1175.67,0.0,,,,00,1,1,200,,, 12,30712Y1230,,1,,,, 125035,
1001023,100170,2023-12-31,2024-01-30,2023-12-26,PO-28329,morph cross-platform initiativ,,1077.0,80.81,0.0,0.0,,,00,1,1,200,,, 12,31231Y1231,,0,,,, 932318,
1001024,100163,2023-07-25,2023-09-08,2023-07-21,PO-70975,incubate revolutionary applica,,4567.25,65.0,90.37,,,,00,1,1,200,,, 12,30725Y1230,2025-12-31,2,,,, 314635,
1001025,100246,2023-11-17,2024-01-01,2023-11-16,,exploit killer initiatives,,2173.73,208.6,0.0,,,,00,1,1,200,,, 12,31117Y1231,,6,,,, 467583,
1001026,100247,2023-10-10,2023-10-25,2023-10-05,PO-15311,iterate cross-platform technol,,1836.91,162.94,7.81,,,,00,1,1,200,,, 12,31010Y1231,1910-12-31,2,,,, 171046,
1001027,100189,2024-03-09,2024-04-23,2024-03-08,,iterate bricks-and-clicks appl,,3983.07,123.61,0.0,,,,00,1,1,200,,, 12,40309Y1240,,0,,,, 688869,
1001028,100147,2023-12-15,2024-01-14,2023-12-11,PO-90337,e-enable 24/7 platforms,,307.8,15.68,0.0,,,,00,1,1,200,,, 12,31215Y1231,,1,2051-05-10,,, 463778,
1001029,100333,2024-12-26,2025-02-09,2024-12-22,PO-66807,syndicate impactful content,,3938.9,144.94,58.56,0.0,,,00,1,1,200,,, 12,41226Y1241,,2,,,, 137912,
1001030,100356,2024-05-06,2024-05-21,2024-05-04,PO-59535,seize next-generation supply-c,,1602.75,116.79,0.0,,,,00,1,1,200,,, 12,40506Y1240,,8,,,, 792706,
1001031,100380,2024-07-30,2024-08-14,2024-07-28,,orchestrate frictionless archi,,991.75,71.66,0.0,,,,00,1,1,200,,, 12,40730Y1240,,1,,,, 389155,
1001032,100210,2024-01-06,2024-02-05,2024-01-02,PO-64734,empower proactive e-tailers,,596.43,2.63,0.0,,,,00,1,1,200,,, 12,40106Y1240,,8,,,, 547649,
1001033,100290,2023-07-08,2023-08-07,2023-07-04,PO-38717,innovate enterprise deliverabl,,1222.74,121.1,0.0,0.0,,,00,1,1,200,,, 12,30708Y1230,,0,,,, 805284,
1001034,100261,2023-01-09,2023-02-08,2023-01-06,PO-81817,brand enterprise applications,,2028.13,135.77,34.27,0.0,,,00,1,1,200,,, 12,30109Y1230,,6,,,, 446659,
1001035,100338,2024-09-23,2024-10-08,2024-09-18,PO-42151,visualize transparent partners,,1396.89,73.58,0.0,0.0,,,00,1,1,200,,, 12,40923Y1240,,0,2041-10-20,,, 954517,
1001036,100011,2023-10-27,2023-11-26,2023-10-22,PO-43769,engage collaborative paradigms,,980.97,26.7,30.06,0.0,,,00,1,1,200,,, 12,31027Y1231,,7,,,, 964098,
1001037,100079,2024-10-06,2024-11-05,2024-10-05,PO-76301,matrix ubiquitous systems,,5995.13,506.28,0.0,0.0,,,00,1,1,200,,, 12,41006Y1241,,1,,,, 532689,
1001038,100395,2024-07-06,2024-08-05,2024-07-01,PO-96885,architect transparent eyeballs,,919.73,52.11,0.0,,,,00,1,1,200,,, 12,40706Y1240,,9,,,, 912610,
1001039,100169,2024-03-06,2024-04-20,2024-03-02,PO-14010,matrix visionary partnerships,,9335.12,53.12,0.0,,,,00,1,1,200,,, 12,40306Y1240,,9,,,, 488371,
1001040,100062,2024-11-21,2025-01-05,2024-11-17,PO-63125,engineer web-enabled convergen,,3772.07,183.52,92.78,0.0,,,00,1,1,200,,, 12,41121Y1241,,1,,,, 990712,
1001041,100126,2023-11-03,2023-12-03,2023-10-31,PO-20863,reinvent robust e-markets,,3578.21,218.48,0.0,,,,00,1,1,200,,, 12,31103Y1231,,6,,,, 186082,
1001042,100044,2024-10-30,2024-11-14,2024-10-29,PO-94930,envisioneer 24/365 communities,,1633.15,1.39,0.0,,,,00,1,1,200,,, 12,41030Y1241,,1,,,, 153852,
1001043,100001,2024-07-20,2024-09-03,2024-07-17,PO-21471,streamline B2B e-tailers,,5240.87,17.13,0.0,0.0,,,00,1,1,200,,, 12,40720Y1240,,0,,,, 273247,
1001044,100474,2023-07-04,2023-07-19,2023-07-03,PO-35198,synergize vertical interfaces,,757.58,7.57,8.23,,,,00,1,1,200,,, 12,30704Y1230,,9,,,, 509850,
1001045,100437,2024-09-01,2024-10-01,2024-08-27,,synergize back-end e-services,,9941.33,106.91,0.0,,,,00,1,1,200,,, 12,40901Y1240,,1,,,, 398262,
1001046,100074,2024-03-22,2024-04-06,2024-03-17,,visualize end-to-end solutions,,316.9,19.21,0.0,,,,00,1,1,200,,, 12,40322Y1240,,6,,,, 334662,
1001047,100367,2023-10-14,2023-12-13,2023-10-10,PO-57022,revolutionize global metrics,,17766.37,698.92,0.0,,,,00,1,1,200,,, 12,31014Y1231,,2,,,, 421282,
1001048,100159,2023-09-08,2023-10-08,2023-09-05,,syndicate scalable paradigms,,6881.4,560.59,0.0,0.0,,,00,1,1,200,,, 12,30908Y1230,,9,,,, 255945,
1001049,100375,2023-07-13,2023-08-27,2023-07-12,PO-26529,mesh cross-platform technologi,,2396.97,19.04,0.0,,,,00,1,1,200,,, 12,30713Y1230,,4,,,, 857878,
1001050,100039,2023-09-06,2023-10-06,2023-09-02,PO-26071,transform one-to-one applicati,,17711.39,589.31,0.0,,,,00,1,1,200,,, 12,30906Y1230,,7,,,, 800731,
1001051,100358,2024-01-15,2024-02-14,2024-01-14,PO-61222,implement dot-com communities,,1193.82,70.16,20.98,,,,00,1,1,200,,, 12,40115Y1240,,5,,,, 461848,
1001052,100034,2024-10-22,2024-11-06,2024-10-19,PO-52848,mesh clicks-and-mortar vortals,,144.02,12.11,38.96,0.0,,,00,1,1,200,,, 12,41022Y1241,,1,,,, 841746,
1001053,100225,2024-07-08,2024-08-07,2024-07-06,PO-64499,monetize end-to-end relationsh,,6925.64,663.52,86.81,,,,00,1,1,200,,, 12,40708Y1240,,9,,,, 610545,
1001054,100464,2024-02-11,2024-02-26,2024-02-08,PO-33660,brand customized users,,1979.06,29.32,24.0,,,,00,1,1,200,,, 12,40211Y1240,,6,,,, 140316,
1001055,100410,2023-01-31,2023-03-02,2023-01-28,,drive end-to-end communities,,1083.03,39.07,0.0,,,,00,1,1,200,,, 12,30131Y1230,2031-12-30,4,,,, 909047,
1001056,100438,2024-10-31,2024-11-15,2024-10-28,PO-79302,integrate e-business e-busines,,972.35,19.61,0.0,0.0,,,00,1,1,200,,, 12,41031Y1241,,2,,,, 742214,
1001057,100493,2024-02-13,2024-03-14,2024-02-08,PO-80620,deploy best-of-breed applicati,,1302.0,56.63,80.03,,,,00,1,1,200,,, 12,40213Y1240,,0,,,, 146675,
1001058,100154,2024-01-30,2024-02-29,2024-01-26,PO-89791,syndicate compelling communiti,,399.34,16.27,0.0,0.0,,,00,1,1,200,,, 12,40130Y1240,,2,,,, 342163,
1001059,100491,2023-05-29,2023-06-13,2023-05-28,PO-97612,exploit intuitive portals,,767.32,45.34,0.0,,,,00,1,1,200,,, 12,30529Y1230,,9,,,, 366487,
1001060,100211,2024-02-19,2024-03-20,2024-02-15,,exploit transparent ROI,,677.66,35.97,0.0,0.0,,,00,1,1,200,,, 12,40219Y1240,,8,,,, 941368,
1001061,100427,2024-10-30,2024-11-29,2024-10-25,PO-93888,maximize impactful content,,692.54,56.4,0.0,,,,00,1,1,200,,, 12,41030Y1241,,1,,,, 906250,
1001062,100322,2023-06-21,2023-07-21,2023-06-16,,engineer viral users,,6969.83,346.15,0.0,,,,00,1,1,200,,, 12,30621Y1230,,4,,,, 996777,
1001063,100126,2023-01-04,2023-02-03,2023-01-03,PO-42190,harness strategic paradigms,,9330.66,362.99,17.72,,,,00,1,1,200,,, 12,30104Y1230,2004-12-30,5,,,, 121695,
1001064,100052,2023-09-05,2023-10-05,2023-09-01,,evolve B2C web-readiness,,2168.9,162.54,0.0,0.0,,,00,1,1,200,,, 12,30905Y1230,2005-12-31,1,2052-01-25,,, 478986,
1001065,100051,2024-05-28,2024-07-27,2024-05-27,PO-25917,engineer clicks-and-mortar inf,,39429.17,1138.63,69.16,,,,00,1,1,200,,, 12,40528Y1240,,0,,,, 351187,
1001066,100034,2023-08-06,2023-08-21,2023-08-02,PO-75596,empower innovative interfaces,,800.8,63.62,96.51,,,,00,1,1,200,,, 12,30806Y1230,2006-12-31,2,,,, 587899,
1001067,100270,2023-04-11,2023-05-11,2023-04-10,PO-60840,cultivate innovative markets,,2098.88,140.2,0.0,,,,00,1,1,200,,, 12,30411Y1230,,0,,,, 671793,
1001068,100135,2023-10-30,2023-11-29,2023-10-28,,cultivate plug-and-play vortal,,1505.57,137.15,0.0,0.0,,,00,1,1,200,,, 12,31030Y1231,,8,,,, 647447,
1001069,100433,2023-03-13,2023-04-12,2023-03-10,PO-66675,leverage wireless methodologie,,1441.15,27.98,75.73,,,,00,1,1,200,,, 12,30313Y1230,,6,,,, 946489,
1001070,100271,2023-07-21,2023-08-05,2023-07-17,PO-18768,transition scalable e-services,,1596.55,64.25,0.0,,,,00,1,1,200,,, 12,30721Y1230,,0,2020-04-13,,, 337765,
1001071,100443,2023-12-18,2024-02-01,2023-12-16,PO-14768,redefine cross-platform techno,,6913.23,631.1,0.0,0.0,,,00,1,1,200,,, 12,31218Y1231,,9,,,, 297216,
1001072,100001,2024-08-10,2024-09-24,2024-08-07,PO-10974,aggregate value-added networks,,6138.45,10.51,0.0,,,,00,1,1,200,,, 12,40810Y1240,,2,,,, 585995,
1001073,100045,2023-12-27,2024-01-26,2023-12-22,PO-54656,productize web-enabled schemas,,2206.72,21.18,0.0,0.0,,,00,1,1,200,,, 12,31227Y1231,,3,,,, 755303,
1001074,100431,2024-04-15,2024-05-15,2024-04-11,,brand scalable infrastructures,,1292.32,107.94,0.0,,,,00,1,1,200,,, 12,40415Y1240,,1,,,, 157580,
1001075,100499,2024-12-14,2025-01-13,2024-12-11,PO-30058,orchestrate bleeding-edge chan,,3701.85,356.89,0.0,0.0,,,00,1,1,200,,, 12,41214Y1241,,2,,,, 456454,
1001076,100451,2024-06-25,2024-07-10,2024-06-22,PO-63329,incubate cross-platform mindsh,,470.83,3.5,0.0,,,,00,1,1,200,,, 12,40625Y1240,,1,,,, 127417,
1001077,100154,2023-12-03,2024-01-02,2023-12-02,PO-22472,transform bricks-and-clicks pa,,394.98,28.11,93.14,,,,00,1,1,200,,, 12,31203Y1231,,9,,,, 905305,
1001078,100179,2023-12-29,2024-01-28,2023-12-28,,iterate compelling web service,,772.96,9.56,0.0,,,,00,1,1,200,,, 12,31229Y1231,,2,,,, 426619,
1001079,100446,2023-09-13,2023-10-28,2023-09-08,,maximize end-to-end paradigms,,7845.71,592.23,7.97,0.0,,,00,1,1,200,,, 12,30913Y1230,2013-12-31,1,,,, 789857,
1001080,100161,2024-02-06,2024-04-06,2024-02-03,PO-27942,drive synergistic channels,,9519.61,384.26,31.19,,,,00,1,1,200,,, 12,40206Y1240,,4,,,, 198896,
1001081,100315,2024-12-08,2025-01-22,2024-12-05,PO-24010,grow clicks-and-mortar niches,,1036.09,92.36,0.0,0.0,,,00,1,1,200,,, 12,41208Y1241,,2,,,, 266521,
1001082,100316,2024-07-04,2024-08-03,2024-07-02,PO-84581,benchmark cross-platform minds,,9456.91,846.42,0.0,,,,00,1,1,200,,, 12,40704Y1240,,8,,,, 208919,
1001083,100337,2023-09-08,2023-10-08,2023-09-06,PO-10692,whiteboard out-of-the-box vort,,831.02,39.08,12.67,0.0,,,00,1,1,200,,, 12,30908Y1230,,0,,,, 648379,
1001084,100464,2024-09-06,2024-09-21,2024-09-05,PO-90380,exploit visionary infrastructu,,691.97,54.99,18.75,,,,00,1,1,200,,, 12,40906Y1240,,0,,,, 507310,
1001085,100103,2023-01-15,2023-02-14,2023-01-12,,generate plug-and-play supply-,,1685.05,49.32,0.0,0.0,,,00,1,1,200,,, 12,30115Y1230,,8,,,, 841242,
1001086,100224,2024-05-23,2024-06-22,2024-05-18,,embrace extensible ROI,,3294.99,199.43,0.0,,,,00,1,1,200,,, 12,40523Y1240,,7,,,, 824880,
1001087,100067,2024-08-26,2024-09-10,2024-08-24,PO-16103,benchmark transparent communit,,1237.91,100.82,0.0,0.0,,,00,1,1,200,,, 12,40826Y1240,,0,,,, 175706,
1001088,100365,2023-02-28,2023-03-30,2023-02-27,PO-24519,re-contextualize web-enabled p,,910.49,87.88,0.0,,,,00,1,1,200,,, 12,30228Y1230,2028-12-30,6,,,, 114428,
1001089,100220,2024-11-26,2024-12-26,2024-11-23,PO-59640,generate collaborative systems,,1962.58,40.49,0.0,0.0,,,00,1,1,200,,, 12,41126Y1241,,2,,,, 644070,
1001090,100363,2023-11-13,2023-12-13,2023-11-11,PO-96809,generate plug-and-play info-me,,347.56,23.05,14.59,,,,00,1,1,200,,, 12,31113Y1231,,1,,,, 613711,
1001091,100259,2023-08-05,2023-09-04,2023-08-03,,whiteboard extensible solution,,9542.29,417.43,0.0,,,,00,1,1,200,,, 12,30805Y1230,,6,,,, 884674,
1001092,100243,2023-08-11,2023-09-10,2023-08-08,,productize plug-and-play deliv,,1143.71,23.31,0.0,,,,00,1,1,200,,, 12,30811Y1230,,4,,,, 906411,
1001093,100007,2024-09-24,2024-11-08,2024-09-21,PO-68896,disintermediate collaborative,,5259.11,401.08,0.0,,,,00,1,1,200,,, 12,40924Y1240,,0,,,, 821872,
1001094,100458,2024-06-03,2024-07-18,2024-06-01,PO-27496,monetize magnetic deliverables,,17402.7,829.82,0.0,,,,00,1,1,200,,, 12,40603Y1240,,2,,,, 918946,
1001095,100126,2024-09-01,2024-10-01,2024-08-30,,re-intermediate scalable e-ser,,6806.98,261.78,55.17,,,,00,1,1,200,,, 12,40901Y1240,,0,,,, 488847,
1001096,100277,2023-01-14,2023-02-13,2023-01-10,,envisioneer end-to-end technol,,658.66,6.51,51.65,,,,00,1,1,200,,, 12,30114Y1230,2014-12-31,2,,,, 212322,
1001097,100130,2024-12-02,2025-01-01,2024-11-27,PO-85289,whiteboard proactive markets,,9088.98,229.13,0.0,0.0,,,00,1,1,200,,, 12,41202Y1241,,2,,,, 291834,
1001098,100336,2023-02-18,2023-03-20,2023-02-13,PO-54734,scale synergistic info-mediari,,5473.33,289.17,0.0,,,,00,1,1,200,,, 12,30218Y1230,2018-12-30,7,,,, 604385,
1001099,100104,2023-07-30,2023-08-29,2023-07-26,PO-88849,leverage wireless architecture,,537.27,39.36,42.48,0.0,,,00,1,1,200,,, 12,30730Y1230,,7,,,, 691419,
1001100,100191,2024-08-31,2024-09-15,2024-08-30,PO-56777,enable bricks-and-clicks porta,,186.48,8.8,0.0,,,,00,1,1,200,,, 12,40831Y1240,,1,,,, 895792,
1001101,100130,2023-06-11,2023-07-11,2023-06-10,,generate bleeding-edge markets,,5792.37,285.65,0.0,,,,00,1,1,200,,, 12,30611Y1230,,5,,,, 342540,
1001102,100219,2024-11-29,2025-01-13,2024-11-28,,re-contextualize leading-edge,,43994.82,901.71,0.0,0.0,,,00,1,1,200,,, 12,41129Y1241,,2,,,, 562716,
1001103,100382,2023-06-26,2023-07-26,2023-06-23,,unleash one-to-one bandwidth,,222.15,16.4,0.0,,,,00,1,1,200,,, 12,30626Y1230,2026-12-31,0,,,, 529012,
1001104,100063,2023-08-15,2023-09-29,2023-08-13,PO-22256,optimize back-end models,,9921.84,637.99,89.31,,,,00,1,1,200,,, 12,30815Y1230,,2,,,, 929527,
1001105,100320,2024-02-22,2024-03-08,2024-02-21,PO-74166,generate value-added synergies,,1166.4,73.38,4.42,0.0,,,00,1,1,200,,, 12,40222Y1240,,9,,,, 934375,
1001106,100219,2023-04-02,2023-05-17,2023-03-28,,re-intermediate magnetic e-tai,,44936.07,449.78,0.0,,,,00,1,1,200,,, 12,30402Y1230,,2,,,, 830206,
1001107,100187,2024-12-20,2025-01-19,2024-12-18,,empower customized content,,1882.38,141.8,0.0,0.0,,,00,1,1,200,,, 12,41220Y1241,,2,,,, 757673,
1001108,100303,2024-04-10,2024-05-25,2024-04-09,PO-35671,e-enable world-class e-busines,,1192.25,32.82,0.0,,,,00,1,1,200,,, 12,40410Y1240,,7,,,, 307245,
1001109,100070,2024-05-21,2024-07-05,2024-05-20,,generate compelling infrastruc,,18275.0,111.98,0.0,,,,00,1,1,200,,, 12,40521Y1240,,2,,,, 314081,
1001110,100196,2024-03-10,2024-04-09,2024-03-08,PO-10999,generate frictionless communit,,1328.84,116.96,0.0,0.0,,,00,1,1,200,,, 12,40310Y1240,,7,,,, 492729,
1001111,100017,2024-06-25,2024-07-10,2024-06-24,PO-31782,target web-enabled interfaces,,1159.45,79.36,10.85,0.0,,,00,1,1,200,,, 12,40625Y1240,,8,,,, 848365,
1001112,100276,2023-05-29,2023-06-28,2023-05-24,PO-69382,expedite vertical networks,,1484.7,131.22,0.0,0.0,,,00,1,1,200,,, 12,30529Y1230,2029-12-30,6,,,, 969034,
1001113,100318,2023-02-10,2023-03-27,2023-02-06,,monetize ubiquitous e-markets,,5795.63,328.78,42.49,,,,00,1,1,200,,, 12,30210Y1230,2010-12-30,3,,,, 735732,
1001114,100114,2023-08-16,2023-09-30,2023-08-11,PO-21930,orchestrate customized mindsha,,46679.59,3726.44,19.63,,,,00,1,1,200,,, 12,30816Y1230,,4,,,, 220950,
1001115,100423,2024-05-30,2024-06-14,2024-05-26,PO-95151,harness back-end web services,,1450.13,130.63,0.0,0.0,,,00,1,1,200,,, 12,40530Y1240,,2,,,, 847056,
1001116,100392,2023-07-27,2023-08-11,2023-07-26,PO-89547,visualize interactive initiati,,1670.07,8.82,0.0,0.0,,,00,1,1,200,,, 12,30727Y1230,,2,,,, 177775,
1001117,100130,2023-04-15,2023-05-15,2023-04-12,PO-27849,unleash leading-edge e-commerc,,5851.03,48.9,0.0,,,,00,1,1,200,,, 12,30415Y1230,,1,,,, 146156,
1001118,100227,2024-09-22,2024-11-06,2024-09-20,PO-19363,maximize magnetic e-business,,5414.58,453.69,0.0,0.0,,,00,1,1,200,,, 12,40922Y1240,,0,,,, 855939,
1001119,100339,2024-05-14,2024-06-13,2024-05-11,PO-54260,strategize vertical niches,,592.05,43.68,0.0,,,,00,1,1,200,,, 12,40514Y1240,,7,,,, 134714,
1001120,100407,2024-07-21,2024-09-04,2024-07-20,,benchmark viral convergence,,1103.77,3.02,0.0,,,,00,1,1,200,,, 12,40721Y1240,,8,,,, 894357,
1001121,100395,2024-05-21,2024-06-20,2024-05-20,PO-80651,facilitate ubiquitous solution,,1654.35,96.92,0.0,,,,00,1,1,200,,, 12,40521Y1240,,7,,,, 489587,
1001122,100030,2024-01-08,2024-02-07,2024-01-07,PO-76062,productize magnetic action-ite,,808.72,60.53,0.0,0.0,,,00,1,1,200,,, 12,40108Y1240,,1,,,, 403942,
1001123,100400,2023-07-22,2023-08-06,2023-07-17,PO-47641,incentivize best-of-breed mark,,725.85,11.56,0.0,,,,00,1,1,200,,, 12,30722Y1230,2022-12-31,0,,,, 647589,
1001124,100483,2023-08-15,2023-09-14,2023-08-14,PO-71456,iterate virtual eyeballs,,1582.38,23.83,28.9,,,,00,1,1,200,,, 12,30815Y1230,,1,,,, 631778,
1001125,100231,2023-07-05,2023-08-04,2023-07-02,,whiteboard out-of-the-box solu,,1041.16,4.6,0.0,0.0,,,00,1,1,200,,, 12,30705Y1230,,7,,,, 640950,
1001126,100149,2023-02-10,2023-03-12,2023-02-08,PO-77067,enhance cross-media paradigms,,1154.06,46.76,0.0,,,,00,1,1,200,,, 12,30210Y1230,2010-12-30,9,,,, 437264,
1001127,100198,2023-02-05,2023-02-20,2023-02-04,PO-15161,incentivize end-to-end vortals,,1390.38,50.92,78.51,,,,00,1,1,200,,, 12,30205Y1230,2005-12-30,4,,,, 592588,
1001128,100028,2024-06-01,2024-07-16,2024-05-28,PO-12227,disintermediate synergistic vo,,4660.59,112.04,0.0,,,,00,1,1,200,,, 12,40601Y1240,,9,,,, 916435,
1001129,100340,2024-08-09,2024-08-24,2024-08-08,,empower scalable niches,,1915.59,164.0,0.0,,,,00,1,1,200,,, 12,40809Y1240,,8,,,, 228356,
1001130,100459,2024-08-20,2024-09-19,2024-08-15,PO-44289,innovate seamless supply-chain,,4525.09,377.8,0.0,,,,00,1,1,200,,, 12,40820Y1240,,0,,,, 868905,
1001131,100140,2024-03-09,2024-04-08,2024-03-07,PO-59556,leverage out-of-the-box relati,,965.94,62.19,0.0,,,,00,1,1,200,,, 12,40309Y1240,,1,,,, 900957,
1001132,100101,2023-06-19,2023-07-19,2023-06-18,,exploit robust models,,1150.98,7.39,0.0,,,,00,1,1,200,,, 12,30619Y1230,,8,,,, 749146,
1001133,100362,2023-03-08,2023-04-07,2023-03-06,,incentivize cross-media web-re,,731.27,12.5,0.0,0.0,,,00,1,1,200,,, 12,30308Y1230,2008-12-31,0,,,, 893226,
1001134,100382,2024-06-16,2024-07-16,2024-06-13,,monetize dot-com partnerships,,217.46,15.71,43.09,,,,00,1,1,200,,, 12,40616Y1240,,0,,,, 961968,
1001135,100208,2023-03-22,2023-04-21,2023-03-19,PO-15546,scale rich vortals,,362.46,35.6,0.0,,,,00,1,1,200,,, 12,30322Y1230,2022-12-31,1,,,, 522868,
1001136,100419,2024-10-14,2024-10-29,2024-10-13,PO-71581,strategize user-centric e-serv,,612.34,41.38,0.0,0.0,,,00,1,1,200,,, 12,41014Y1241,,0,,,, 422677,
1001137,100219,2024-04-19,2024-06-03,2024-04-18,PO-24282,empower transparent action-ite,,40644.22,3507.94,0.0,0.0,,,00,1,1,200,,, 12,40419Y1240,,4,,,, 353171,
1001138,100294,2023-03-29,2023-05-13,2023-03-28,PO-54555,deploy global partnerships,,7276.66,377.47,27.54,,,,00,1,1,200,,, 12,30329Y1230,,6,,,, 403768,
1001139,100366,2024-04-24,2024-05-24,2024-04-22,,productize user-centric action,,1350.35,134.11,0.0,,,,00,1,1,200,,, 12,40424Y1240,,7,,,, 303768,
1001140,100440,2024-07-22,2024-09-05,2024-07-21,,target user-centric partnershi,,5735.91,336.77,12.22,0.0,,,00,1,1,200,,, 12,40722Y1240,,9,,,, 576833,
1001141,100279,2023-02-09,2023-03-26,2023-02-07,,expedite integrated mindshare,,5198.05,456.7,0.0,,,,00,1,1,200,,, 12,30209Y1230,,8,,,, 761518,
1001142,100362,2023-11-03,2023-12-03,2023-11-01,,grow ubiquitous partnerships,,556.38,12.06,0.0,,,,00,1,1,200,,, 12,31103Y1231,,3,,,, 996336,
1001143,100017,2024-05-20,2024-06-04,2024-05-17,PO-22492,brand proactive mindshare,,1502.05,143.63,61.19,,,,00,1,1,200,,, 12,40520Y1240,,5,,,, 625004,
1001144,100455,2023-01-28,2023-03-14,2023-01-26,,integrate strategic technologi,,4664.78,257.75,89.18,,,,00,1,1,200,,, 12,30128Y1230,,7,,,, 950067,
1001145,100015,2023-03-12,2023-04-11,2023-03-07,PO-11719,streamline killer metrics,,6274.81,209.95,0.0,,,,00,1,1,200,,, 12,30312Y1230,2012-12-30,6,,,, 821836,
1001146,100202,2024-01-18,2024-02-02,2024-01-14,PO-91403,engage mission-critical users,,400.47,25.5,0.0,0.0,,,00,1,1,200,,, 12,40118Y1240,,8,,,, 324082,
1001147,100209,2024-08-06,2024-09-05,2024-08-03,PO-26144,productize impactful web servi,,862.23,68.3,0.0,,,,00,1,1,200,,, 12,40806Y1240,,8,,,, 770342,
1001148,100411,2024-02-10,2024-03-11,2024-02-05,PO-13457,embrace transparent mindshare,,1235.05,13.44,0.0,,,,00,1,1,200,,, 12,40210Y1240,,7,,,, 246059,
1001149,100402,2023-09-15,2023-10-15,2023-09-10,PO-19633,mesh synergistic e-markets,,9972.4,194.17,15.77,,,,00,1,1,200,,, 12,30915Y1230,,1,,,, 573213,
1001150,100149,2023-09-13,2023-10-13,2023-09-10,,integrate enterprise supply-ch,,803.34,33.6,0.0,0.0,,,00,1,1,200,,, 12,30913Y1230,,2,,,, 527030,
1001151,100397,2024-01-27,2024-02-26,2024-01-23,PO-16076,leverage enterprise info-media,,1385.68,50.83,0.0,0.0,,,00,1,1,200,,, 12,40127Y1240,,3,,,, 827382,
1001152,100051,2023-12-16,2024-02-14,2023-12-14,PO-17259,orchestrate holistic communiti,,10243.07,131.92,1.8,,,,00,1,1,200,,, 12,31216Y1231,,0,,,, 313051,
1001153,100193,2024-12-18,2025-02-16,2024-12-17,PO-99772,embrace distributed systems,,22576.54,1996.98,0.0,0.0,,,00,1,1,200,,, 12,41218Y1241,,2,,,, 176209,
